UK;Artist;Title;SalonDate;SalonNumber;MedalClass;Genre;Technique;Format (WxL);CurrentLocation
2316;Pelouse, Léon-Germain;Une coupe de bois, à Senlisse (Seine-et-Oise);1876;1609;1st class medal;Landscape;Oil on canvas;160cm x 240cm;Pierrelaye, Mairie
1255;Penguilly-L'Haridon, Octave;Ecueils de l'île de Batz par une marée basse de l'équinoxe (Finistère);1848;3574;2nd class medal;Landscape;;;
1254;Penguilly-L'Haridon, Octave;Combat de Don Quichotte contre les moulins à vent;1848;3575;2nd class medal;History Painting;;;
1256;Penguilly-L'Haridon, Octave;Retour de Don Quichotte;1848;3576;2nd class medal;History Painting;;;
2320;Penne, Olivier de;Chiens normands;1875;1609;3rd class medal;Genre Painting;;;
2317;Penne, Olivier de;Cerf forcé, tenant les abois;1875;1610;3rd class medal;Genre Painting;Oil on canvas;128cm x 151cm;
2319;Penne, Olivier de;Chiens de Saint-Hubert;1875;1611;3rd class medal;Genre Painting;;;
2321;Penne, Olivier de;"Dans un chenil ; chiens de Saintonge ; aquarelle";1875;2623;3rd class medal;Genre Painting;Watercolour;;
2318;Penne, Olivier de;"Chiens anglais ; aquarelle";1875;2624;3rd class medal;Genre Painting;Watercolour;;
2322;Péraire, Emmanuel;La Seine à Saint Denis;1880;2939;3rd class medal;Landscape;;220cm x 130cm;
2323;Perrault, Léon;La frayeur;1864;1505;Unique medal;Genre Painting;;;
2325;Perrault, Léon;Saint Jean le Précurseur;1876;1620;2nd class medal;History Painting;;;La Rochelle, cathédrale St Louis
2324;Perrault, Léon;"L’oracle des champs ; idylle";1876;1621;2nd class medal;Genre Painting;;;
2326;Perret, Aimé;Un baptême bressan;1877;1681;3rd class medal;Genre Painting;;;Lyon, musée des beaux-arts
2328;Petit, Eugène;Roses;1873;1185;3rd class medal;Still Life;;;
2327;Petit, Eugène;Marguerites;1873;1186;3rd class medal;Still Life;;;
1257;Petit, Savinien;De l’institution de l’adoration du Saint-Sacrement;1857;2133;Rappel of 2nd class medal;History Painting;Oil on canvas;27cm x 32cm;
1260;Pichon, Pierre-Auguste;Repos de la Sainte-Famille;1857;2152;Rappel of 1st class medal;History Painting;;;Saint Tracy sur Loire
1258;Pichon, Pierre-Auguste;Portrait de Mme de Saulcy, dame du palais de S. M. l’Impératrice;1857;2153;Rappel of 1st class medal;Portrait;;;
1259;Pichon, Pierre-Auguste;Portrait du docteur Constantin J...;1857;2154;Rappel of 1st class medal;Portrait;;;
1265;Pichon, Pierre-Auguste;Saint Memmie ressuscitant un enfant;1861;2539;Rappel of 1st class medal;History Painting;;;
1261;Pichon, Pierre-Auguste;Portrait de M. Maurice G…;1861;2540;Rappel of 1st class medal;Portrait;;;
1263;Pichon, Pierre-Auguste;Portrait de Mme de G…;1861;2541;Rappel of 1st class medal;Portrait;;;
1264;Pichon, Pierre-Auguste;Portrait de Mme G…;1861;2542;Rappel of 1st class medal;Portrait;;;
1262;Pichon, Pierre-Auguste;Portrait de Mlle Marie R…;1861;2543;Rappel of 1st class medal;Portrait;;;
2329;Picou, Henri;Cléopâtre et Antoine sur le Cydnus;1848;3666;2nd class medal;History Painting;;;
2331;Picou, Henri;L’étoile du soir;1857;2155;Rappel of 2nd class medal;Genre Painting;;;
2330;Picou, Henri;Le bain;1857;2156;Rappel of 2nd class medal;Genre Painting;;;
1266;Pignerolle, Charles-Marcel de;Pèlerinage à Lorette;1848;3684;2nd class medal;Genre Painting;Oil on canvas;278cm x 181cm;Orléans, musée des beaux-arts
1267;Pignerolle, Charles-Marcel de;"Petites mendiantes de l'île de Capri ; étude";1848;3685;2nd class medal;Genre Painting;;;
2333;Pille, Charles-Henri;Un coin de marché, à Munich;1869;1938;Unique medal;Genre Painting;;;
2332;Pille, Charles-Henri;Intérieur flamand au XVIIe siècle;1869;1939;Unique medal;Genre Painting;;;
2335;Pille, Charles-Henri;"Tour de Jean-sans-Peur ; dessin à la plume";1869;3049;Unique medal;Genre Painting;Drawing;;
2334;Pille, Charles-Henri;"Le confessionnal ; dessin à la plume";1869;3050;Unique medal;Genre Painting;Drawing;;
2336;Pille, Charles-Henri;L’automne;1872;1246;2nd class medal;Genre Painting;;;
1268;Pilliard, Jacques;La résurrection de la fille du chef de la synagogue;1848;3686;Rappel of 2nd class medal;Genre Painting;;;
1270;Pils, Isidore;Le débarquement de l’armée française en Crimée;1857;2164;1st class medal;History Painting;Oil on canvas;332cm x 192cm;Ajaccio, musée Fesch
1269;Pils, Isidore;Etudes d’artillerie, aquarelle;1857;2165;1st class medal;Genre Painting;Watercolour;;
1271;Pils, Isidore;"Portrait de M. P..., lieutenant au 1er régiment d’artillerie ; aquarelle";1857;2166;1st class medal;Portrait;Watercolour;;
1272;Pils, Isidore;Bataille de l’Alma (20 septembre 1854);1861;2555;Medal of honor;History Painting;;;Versailles, musée national du château
1274;Place, Henri;Vue du Pic du midi de Pau (Basses-Pyrénées);1848;3716;2nd class medal;Landscape;;;
1273;Place, Henri;Environs de Cherbourg;1848;3717;2nd class medal;Landscape;;;
1276;Plassan, Antoine;Le déjeuner;1852;1053;3rd class medal;Genre Painting;;;
1277;Plassan, Antoine;Le lever;1852;1054;3rd class medal;Genre Painting;;;
1275;Plassan, Antoine;Après la collation;1852;1055;3rd class medal;Genre Painting;;;
1280;Plassan, Antoine;Le retour de nourrice;1857;2177;Rappel of 3rd class medal;Genre Painting;;;
1281;Plassan, Antoine;L’indiscrète;1857;2178;Rappel of 3rd class medal;Genre Painting;;;
1278;Plassan, Antoine;Jeune femme essayant un collier de perles;1857;2179;Rappel of 3rd class medal;Genre Painting;;;
1279;Plassan, Antoine;Le lever;1857;2180;Rappel of 3rd class medal;Genre Painting;;;
1283;Plassan, Antoine;La famille;1859;2474;Rappel of 3rd class medal;Genre Painting;;;
1284;Plassan, Antoine;La prière du matin;1859;2475;Rappel of 3rd class medal;Genre Painting;;;
1282;Plassan, Antoine;Eva;1859;2476;Rappel of 3rd class medal;Genre Painting;;;
1287;Plassan, Antoine;Jeune fille;1859;2477;Rappel of 3rd class medal;Genre Painting;;;
1289;Plassan, Antoine;La lecture du roman;1859;2478;Rappel of 3rd class medal;Genre Painting;;;
1290;Plassan, Antoine;Un vieux célibataire;1859;2479;Rappel of 3rd class medal;Genre Painting;;;
1288;Plassan, Antoine;La boucle d’oreille;1859;2480;Rappel of 3rd class medal;Genre Painting;;;
1285;Plassan, Antoine;"Plage de Villerville ; effet du matin";1859;2481;Rappel of 3rd class medal;Landscape;;;
1286;Plassan, Antoine;Falaise de Veulle;1859;2482;Rappel of 3rd class medal;Landscape;;;
1291;Pluyette, Auguste-Victor;Episode du combat du Lutrin;1850-1851;2494;2nd class medal;History Painting;;;
1292;Pluyette, Auguste-Victor;Portrait de Mme de Saint-R…;1850-1851;2495;2nd class medal;Portrait;;;
2338;Pointelin, Auguste;Une prairie dans la Côte-d’Or;1878;1817;3rd class medal;Landscape;;;Sens, musée municipal
2337;Pointelin, Auguste;"Les bois blancs ; pastel";1878;3651;3rd class medal;Landscape;Pastel;;
2339;Poirson, Maurice;Les moulières, à Villerville (Calvados);1875;1659;3rd class medal;Landscape;;;
1293;Pommayrac, Pierre-Paul de;"Miniatures ; même numéro : / 1° Portrait de Mme D… ; / 2° Id. de Mme E… ; / 3° Id. de Mme …. ; / 4° Id. de Mlle de N. D… ; / 5° Id. de M. Henry Scheffer ; / 6° Id. de M. Paul Slèyes";1848;3748;Rappel of 1st class medal;Portrait;Miniature;;
2340;Poncet, Jean-Baptiste;La toilette de Phryné;1861;2580;3rd class medal;History Painting;;;
2341;Poncet, Jean-Baptiste;Un jeune joueur de flûte au bord de la mer;1861;2581;3rd class medal;Genre Painting;Oil on canvas;111cm x 157cm;Lyon, musée des beaux-arts
2342;Poncet, Jean-Baptiste;Orphée sur le mont Rhodope (Georgiques de Virgile, Liv. IV);1864;1570;Unique medal;History Painting;Oil on canvas;131cm x 208cm;Villefranche-sur-Saône, musée Paul Dini
2343;Poncet, Jean-Baptiste;Portrait de l’auteur;1864;1571;Unique medal;Portrait;Oil on canvas;55cm x 67cm;Lyon, musée des beaux-arts
2346;Popelin, Claudius;"La Renaissance des lettres ; émaux";1865;2732;Unique medal;History Painting;;;
2347;Popelin, Claudius;"S. M. l’Empereur Napoléon III ; émaux";1865;2733;Unique medal;Portrait;Enamel;74cm x 95cm;Paris, musée d'Orsay
2348;Priou, Louis;Hercule et Pan;1869;1985;Unique medal;History Painting;Oil on canvas;267cm x 221cm;Bordeaux, musée des beaux-arts
2349;Priou, Louis;Une famille de satyres;1874;1522;1st class medal;History Painting;;;
1296;Pron, Louis-Hector;"Vue prise aux environs de Troyes (Aube) ; effet de printemps";1849;1712;3rd class medal;Landscape;;;
1295;Pron, Louis-Hector;"Un coteau en Brie ; étude d’après nature";1849;1713;3rd class medal;Landscape;;;
1294;Pron, Louis-Hector;"Un chemin dans les bois en Brie ; étude";1849;1714;3rd class medal;Landscape;;;
2350;Protais, Alexandre;"Le matin ; avant l’attaque";1863;1541;3rd class medal;Genre Painting;;;
2351;Protais, Alexandre;"Le soir ; après le combat";1863;1542;3rd class medal;Genre Painting;;;
2352;Protais, Alexandre;Retour de la tranchée en Crimée;1863;1543;3rd class medal;Genre Painting;;;
2353;Protais, Alexandre;La fin de la halte;1864;1588;Unique medal;Genre Painting;;;Toulouse, musée des Augustins
2354;Protais, Alexandre;"Passage du Mincio, le 1er juillet 1859 ; campagne d’Italie";1864;1589;Unique medal;Genre Painting;;;
2355;Protais, Alexandre;"Les vainqueurs ; retour au camp";1865;1760;Unique medal;Genre Painting;Oil on canvas;142cm x 84cm;Marseille, musée des beaux-arts
2356;Protais, Alexandre;"Un enterrement ; Crimée";1865;1761;Unique medal;Genre Painting;;;
2358;Puvis de Chavannes, Pierre;Concordia;1861;2621;2nd class medal;History Painting;Oil on canvas;355cm x 340cm;Amiens, musée de Picardie
2357;Puvis de Chavannes, Pierre;Bellum;1861;2622;2nd class medal;History Painting;Oil on canvas;355cm x 340cm;Amiens, musée de Picardie
2359;Puvis de Chavannes, Pierre;L’automne;1864;1590;Unique medal;History Painting;Oil on canvas;226cm x 285cm;Lyon, musée des beaux-arts
1297;Quantin, Jules;Saint Etienne allant au martyre;1861;2628;1st class medal;History Painting;;;
2360;Quost, Ernest;Fleurs;1880;3136;3rd class medal;Still Life;;162cm x 132cm;
2361;Quost, Ernest;"Poissons, étude ; faïence";1880;5669;3rd class medal;Still Life;;;
2362;Quost, Ernest;"Gibier, étude ; faïence";1880;5670;3rd class medal;Still Life;;;
2363;Ranvier, Victor;Enfance de Bacchus;1865;1777;Unique medal;History Painting;Oil on canvas;224cm x 133cm;Paris, musée d'Orsay
2364;Ranvier, Victor;Echo (Ovide, Métamorphoses, liv. III);1873;1236;2nd class medal;History Painting;;;Dunkerque, musée des beaux-arts
2365;Ranvier, Victor;"Les Vertus exilées ; aquarelle";1873;1237;2nd class medal;History Painting;Watercolour;;
2366;Rapin, Alexandre;La rosée, dans les fonds de Bonnevaux (Doubs);1875;1698;3rd class medal;Landscape;;;
2367;Rapin, Alexandre;Ruisseau sous bois, près Bonnevaux;1875;1699;3rd class medal;Landscape;;;
2369;Rapin, Alexandre;Le matin, dans les bois de Cernay (Seine-et-Oise);1877;1761;2nd class medal;Landscape;;;
2368;Rapin, Alexandre;Décembre, dans les bois de Cernay;1877;1762;2nd class medal;Landscape;;;
2635;Ravaut, René-Henri;Résurrection d’un enfant par saint Benoit;1880;3160;3rd class medal;History Painting;;;
2370;Régamey, Guillaume;"Les sapeurs ; tête de colonne du 2me cuirassiers de la garde";1868;2100;Unique medal;Genre Painting;;;Chalons en Champagne, musée municipal
2371;Regnault, Henri;"Juan Prim ; 8 octobre 1868";1869;2010;Unique medal;Portrait;Oil on canvas;258cm x 315cm;Paris, musée d'Orsay
2372;Regnault, Henri;Portrait de Mme la comtesse de B…;1869;2011;Unique medal;Portrait;Oil on canvas;44cm x 60cm;Paris, musée d'Orsay
2373;Regnault, Henri;Salomé, la danseuse, tenant le bassin et le couteau qui doivent servir à la décollation de saint Jean-Baptiste;1870;3390;Unique medal;History Painting;Oil on canvas;102cm x 160cm;New York, Metropolitan Museum of Art
1304;Reignier, Jean;Fleurs posées sur un banc de pierre;1848;3859;2nd class medal;Still Life;;;
1303;Reignier, Jean;Etude de primevères des champs;1848;3860;2nd class medal;Still Life;;;
1306;Reignier, Jean;Idem [Etude] de plantes printannières [sic];1848;3861;2nd class medal;Still Life;;;
1305;Reignier, Jean;Idem [Etude] au bord d'un ruisseau;1848;3862;2nd class medal;Still Life;;;
1302;Reignier, Jean;Eglantier;1848;3863;2nd class medal;Still Life;;;
1298;Reignier, Jean;Les trois couronnes;1861;2651;Rappel of 2nd class medal;Still Life;;;
1301;Reignier, Jean;Vase de fleurs;1861;2652;Rappel of 2nd class medal;Still Life;;;
1300;Reignier, Jean;"Portrait de Marc Jubinal, médaillon entouré de fleurs ; gouache";1861;2653;Rappel of 2nd class medal;Still Life;;;
1299;Reignier, Jean;"Fleurs ; éventail, gouache";1861;2654;Rappel of 2nd class medal;Still Life;;;
2375;Renard, Émile;Portrait de la grand'mère;1876;1717;3rd class medal;Portrait;;;
2374;Renard, Émile;Puits de Montfarville (Manche);1876;1718;3rd class medal;Landscape;;;
2376;Renouf, Émile;"La veuve ; île de Sein (Finistère)";1880;3199;2nd class medal;Landscape;Oil on canvas;170cm x 260cm;Quimper, musée des beaux-arts
2377;Renouf, Émile;La Pierre-des-Pendus (Finistère);1880;3200;2nd class medal;Landscape;;126cm x 97cm;
2379;Reynaud, François;Le repas de midi (Abruzzes);1867;1277;Unique medal;Landscape;;;
2378;Reynaud, François;Fin de la journée (Abruzzes);1867;1278;Unique medal;Landscape;;;
2380;Ribot, Théodule;Le chant du cantique;1864;1624;Unique medal;Genre Painting;Oil on canvas;61cm x 74cm;Cleveland, Museum of Art
2381;Ribot, Théodule;Les rétameurs;1864;1625;Unique medal;Genre Painting;;;
2382;Ribot, Théodule;"Portrait de M. Cadart ; eau-forte";1864;2979;Unique medal;Portrait;Etching;24cm x 32cm;
2383;Ribot, Théodule;"Portrait de M. Vollon, artiste peintre ; eau-forte";1864;2980;Unique medal;Portrait;;;
2385;Ribot, Théodule;Saint Sébastien, martyr;1865;1818;Unique medal;History Painting;Oil on canvas;130cm x 98cm;Paris, musée d'Orsay
2386;Ribot, Théodule;Une répétition;1865;1819;Unique medal;Genre Painting;;;
2384;Ribot, Théodule;"La prière ; eau-forte";1865;3449;Unique medal;Genre Painting;;;
2397;Ricard, Gustave;Portrait de Mme la comtesse de B[locqueville];1852;1091;1st class medal;Portrait;Oil on canvas;72cm x 108cm;Auxerre, musée d'art et d'histoire
2396;Ricard, Gustave;Jeune fille;1852;1092;1st class medal;Genre Painting;;;
2398;Ricard, Gustave;Portrait d’homme;1852;1093;1st class medal;Portrait;;;
2395;Ricard, Gustave;Portrait de M. [Felix Ziem];1850-1851;2584;1st class medal;Portrait;Oil on wood;54cm x 65cm;Paris, Petit Palais
2392;Ricard, Gustave;Idem [Portrait] de Mme A. S…;1850-1851;2585;1st class medal;Portrait;;;
2391;Ricard, Gustave;Idem [Portrait] de Mlle E. L…;1850-1851;2586;1st class medal;Portrait;;;
2393;Ricard, Gustave;Idem [Portrait] de Mme F…;1850-1851;2587;1st class medal;Portrait;;;
2387;Ricard, Gustave;Idem [Portrait] de M…;1850-1851;2588;1st class medal;Portrait;;;
2388;Ricard, Gustave;Idem [Portrait] de M…;1850-1851;2589;1st class medal;Portrait;;;
2389;Ricard, Gustave;Idem [Portrait] de M…;1850-1851;2590;1st class medal;Portrait;;;
2390;Ricard, Gustave;Idem [Portrait] de M...;1850-1851;2591;1st class medal;Portrait;;;
2394;Ricard, Gustave;Jeune bohémienne;1850-1851;2592;1st class medal;Genre Painting;;;
1307;Richaud, Joseph;La communion;1848;3899;2nd class medal;History Painting;;;
1311;Richomme, Jules;Laissez venir à moi ces petits enfants;1861;2682;Rappel of 2nd class medal;History Painting;Oil on canvas;227cm x 160cm;Riom, musée Mandet
1308;Richomme, Jules;"Décoration d’une partie de la chapelle Saint-Vincent de Paul dans l’Eglise Saint-Séverin à Paris ; esquisse";1861;2683;Rappel of 2nd class medal;History Painting;;;
1310;Richomme, Jules;L’étude interrompue;1861;2684;Rappel of 2nd class medal;Genre Painting;;;
1309;Richomme, Jules;Jeune mère, souvenir d’Italie;1861;2685;Rappel of 2nd class medal;Genre Painting;;;
1312;Richomme, Jules;Portrait de femme;1861;2686;Rappel of 2nd class medal;Portrait;;;
1313;Richomme, Jules;Consolatrix afflictorum;1863;1586;Rappel of 2nd class medal;History Painting;;;
1314;Richomme, Jules;Portrait de M. A. V…;1863;1587;Rappel of 2nd class medal;Portrait;;;
1315;Richomme, Jules;Portrait de Mlle C. V…;1863;1588;Rappel of 2nd class medal;Portrait;;;
222;Richter, Gustav;Jésus-Christ ressuscitant la fille de Jaïre;1857;2276;Rappel of 2nd class medal;History Painting;;;
223;Richter, Gustav;Portrait de Mme de B. H...;1859;2580;Rappel of 2nd class medal;Portrait;;;
1316;Riesener, Léon;Erigone;1864;1638;Unique medal;History Painting;;;Destroyed
1317;Riesener, Léon;Une nymphe;1864;1639;Unique medal;History Painting;;;
1320;Rigo, Jules;Les chirurgiens français pensant des blessés russes à la bataille d’Inkermann (5 novembre 1854);1857;2278;3rd class medal;History Painting;;;
1318;Rigo, Jules;Dévouement héroïque de H. Richaud, maire de Versailles (septembre 1792);1857;2279;3rd class medal;History Painting;;;
1319;Rigo, Jules;La France précédée par la Victoire et s’appuyant sur la Religion, la Justice, la Vérité et la Civilisation, apporte aux chrétiens d’Orient la régénération;1857;2280;3rd class medal;History Painting;;;
1323;Rigo, Jules;Une ferme française à Dral-el-Mizan, surprise la nuit par des Kabyles Nesliouas;1857;2281;3rd class medal;Genre Painting;;;
1321;Rigo, Jules;"Les maraudeurs au marché ; souvenir d’Afrique";1857;2282;3rd class medal;Genre Painting;;;
1322;Rigo, Jules;Portrait de S. A. I. le prince Napoléon;1857;2283;3rd class medal;Portrait;;;
1324;Rigo, Jules;Baptême de Clovis (496);1859;2581;2nd class medal;History Painting;;;Valenciennes, musée
1325;Rigo, Jules;Le général en chef Canrobert, venant le matin visiter une tranchée attaquée pendant la nuit par les Russes, distribue aux blessés des encouragements et des récompenses. (Siège de Sébastopol, hiver de 1854);1859;2582;2nd class medal;History Painting;;;
1327;Rigo, Jules;Un jour d’opulence : les maraudeurs (campagne de Crimée);1859;2583;2nd class medal;Genre Painting;;;
1326;Rigo, Jules;Trois mois de misère : les maraudeurs (campagne de Crimée);1859;2584;2nd class medal;Genre Painting;;;
1329;Rigo, Jules;L’Empereur visitant les blessés français, piémontais et autrichiens du combat de Montebello, aux ambulances de Voghera (Campagne d’Italie, mai 1859);1863;1597;Rappel of 2nd class medal;History Painting;;;
1328;Rigo, Jules;Le lieutenant colonel Espinasse soutenant un combat d’arrière-garde (Campagne de Kabylie, juin 1851);1863;1598;Rappel of 2nd class medal;History Painting;Oil on canvas;146cm x 115cm;
1330;Rigo, Jules;Portrait de S. Ex. M. l’amiral Romain-Desfossés;1863;1599;Rappel of 2nd class medal;Portrait;;;
2399;Rivey, Arsène;Portrait de Mme …;1880;3262;3rd class medal;Portrait;;86cm x 132cm;
1331;Rivoulon, Antoine;Bataille de l’Alma;1857;2284;Rappel of 3rd class medal;History Painting;Oil on canvas;249cm x 168cm;
1332;Rivoulon, Antoine;Portrait de Mme Cambardi-Badochi, artiste du théâtre impérial italien;1857;2285;Rappel of 3rd class medal;Portrait;;;
1333;Rivoulon, Antoine;Charge des hussards anglais à Balaklava (campagne de Crimée);1859;2588;Rappel of 3rd class medal;History Painting;;;
1334;Rivoulon, Antoine;Jeune fille fuyant l’amour;1859;2589;Rappel of 3rd class medal;Genre Painting;;;
1335;Rivoulon, Antoine;"Un compagnon d’Attila ; épisode d’invasion";1859;2590;Rappel of 3rd class medal;History Painting;;;
1336;Rivoulon, Antoine;Une tranchée;1859;2591;Rappel of 3rd class medal;Genre Painting;;;
2400;Rixens, Jean-André;Le cadavre de César;1876;1748;3rd class medal;History Painting;;;Niort, musée des beaux-arts
2401;Rixens, Jean-André;Le repentir de Saint Pierre;1876;1749;3rd class medal;History Painting;;;Ivry, église
224;Robert, Léo-Paul;Les zéphirs d'un beau soir;1877;1809;3rd class medal;Landscape;;;Neuchatel, musée des beaux-arts
1337;Robert, Victor;La Nuit escortée des Songes;1857;2290;Rappel of 3rd class medal;History Painting;;;
2402;Robert-Fleury, Tony;Varsovie le 8 avril 1861;1866;1666;Unique medal;History Painting;;;
2403;Robert-Fleury, Tony;Les vieilles de la place Navone, à Santa-Maria-della-Pace;1867;1300;Unique medal;Genre Painting;Oil on canvas;102cm x 72cm;Tours, musée des beaux-arts
2404;Robert-Fleury, Tony;Le dernier jour de Corinthe;1870;2452;Medal of honor;History Painting;Oil on canvas;602cm x 401cm;Paris, musée d'Orsay
226;Robie, Jean;Fleurs;1863;1606;Rappel of 3rd class medal;Still Life;;;
227;Robie, Jean;Raisins;1863;1607;Rappel of 3rd class medal;Still Life;;;
225;Robie, Jean;Raisins;1850-1851;2649;3rd class medal;Still Life;;;
2405;Robinet, Paul;"Lit du Vitznauerbac ; lac des Quatre-Cantons (Suisse)";1869;2050;Unique medal;Landscape;;;
2407;Roche, Alexandre;Portrait de M. F. F…;1849;1758;3rd class medal;Portrait;;;
2406;Roche, Alexandre;Le denier du soldat;1849;1759;3rd class medal;Genre Painting;;;
228;Rodakowski, Henryk;Portrait du général Dembinski;1852;1104;1st class medal;Portrait;Oil on canvas;139cm x 178cm;Cracovie, musée national
229;Rodriguez Barcaza, Ramón;La junte de Cadix, après que le maréchal Soult eut sommé la place de se rendre, communiquant au peuple la réponse qu’elle va faire;1867;1305;Unique medal;History Painting;;;
1339;Roehn, Alphonse-Jean;L’amateur de tableaux;1857;2299;Rappel of 2nd class medal;Genre Painting;;;
1340;Roehn, Alphonse-Jean;L’apprenti magister;1857;2300;Rappel of 2nd class medal;Genre Painting;;;
1341;Roehn, Alphonse-Jean;L’apprenti ménétrier;1857;2301;Rappel of 2nd class medal;Genre Painting;;;
1338;Roehn, Alphonse-Jean;Intérieur de chaumière;1857;2302;Rappel of 2nd class medal;Genre Painting;;;
1342;Roehn, Alphonse-Jean;Portrait de famille (costume Louis XV);1857;2303;Rappel of 2nd class medal;Genre Painting;;;
1343;Roehn, Alphonse-Jean;Drame et comédie;1859;2606;Rappel of 2nd class medal;Genre Painting;;;
1347;Roehn, Alphonse-Jean;Travail et lecture;1859;2607;Rappel of 2nd class medal;Genre Painting;;;
1346;Roehn, Alphonse-Jean;Si j’osais !!!;1859;2608;Rappel of 2nd class medal;Genre Painting;;;
1344;Roehn, Alphonse-Jean;Intérieur;1859;2609;Rappel of 2nd class medal;Genre Painting;;;
1345;Roehn, Alphonse-Jean;"Portrait de M. Roehn père ; pastel";1859;2610;Rappel of 2nd class medal;Portrait;Pastel;;
1349;Roehn, Alphonse-Jean;Le curé composant un sermon;1863;1614;Rappel of 2nd class medal;Genre Painting;;;
1348;Roehn, Alphonse-Jean;Cache-toi bien !;1863;1615;Rappel of 2nd class medal;Genre Painting;;;
1350;Roehn, Alphonse-Jean;Un chimiste au XVIIIe siècle;1863;1616;Rappel of 2nd class medal;Genre Painting;;;
2408;Roll, Alfred;Halte-là !;1875;1743;3rd class medal;History Painting;Oil on canvas;295cm x 365cm;Missing
2409;Roll, Alfred;L'inondation dans la banlieue de Toulouse, en juin 1875;1877;1822;1st class medal;Genre Painting;;;
2410;Romagny, Charles-Ernest;Jésus chassant les vendeurs du Temple;1857;2309;3rd class medal;History Painting;;;
2412;Romagny, Charles-Ernest;Portrait de Mme C. R…;1857;2310;3rd class medal;Portrait;;;
2411;Romagny, Charles-Ernest;Portrait de M. P..., dessin;1857;2311;3rd class medal;Portrait;Drawing;;
1351;Ronot, Charles;Les ouvriers de la dernière heure;1876;1766;2nd class medal;Genre Painting;Oil on canvas;270cm x 178cm;Dijon, musée des beaux-arts
1352;Ronot, Charles;Portrait de Mlle J. B…;1876;1767;2nd class medal;Portrait;;;
1353;Ronot, Charles;Les aumônes de sainte Elisabeth de Hongrie;1878;1933;1st class medal;History Painting;;;Troyes, musée des beaux-arts
2413;Rosier, Amédée;"La lagune ; effet de nuit";1876;1770;3rd class medal;Genre Painting;;;
2414;Rosier, Amédée;Le canal San-Marco, au crépuscule;1876;1771;3rd class medal;Genre Painting;Oil on canvas;152cm x 92cm;
2415;Rouffio, Paul;La Comédie;1879;2604;3rd class medal;NK;Oil on canvas;180cm x 230cm;Mirande, musée des beaux-arts
2416;Rouffio, Paul;Olympe;1879;2605;3rd class medal;NK;;;
2417;Rougeron, Jules-James;Une prise d'habits aux carmélites;1880;3332;2nd class medal;Genre Painting;Oil on canvas;254cm x 192cm;Dijon, musée des beaux-arts
2418;Rougeron, Jules-James;Départ du torero pour la course;1880;3333;2nd class medal;Genre Painting;;100cm x 120cm;
1356;Rousseau, Philippe;Une basse-cour;1848;3995;1st class medal;Genre Painting;;;Chartres
1354;Rousseau, Philippe;"Deux tableaux de nature morte, gibier ; même numéro";1848;3996;1st class medal;Still Life;;;
1355;Rousseau, Philippe;Fruits;1848;3997;1st class medal;Still Life;;;
1006;Rousseau, Théodore;Une avenue;1849;1778;1st class medal;Landscape;Oil on canvas;82cm x 101cm;Paris, musée d'Orsay
1004;Rousseau, Théodore;"Lisière de forêt ; soleil couchant";1849;1779;1st class medal;Landscape;Oil on canvas;63cm x 41cm;Los Angeles, Los Angeles County Museum
1005;Rousseau, Théodore;Terrains d'automne;1849;1780;1st class medal;Landscape;;;
1360;Roux, Louis;Atelier de Rembrandt;1857;2346;2nd class medal;Genre Painting;Oil on canvas;97cm x 60cm;St Petersbourg, Galerie de N. A. Kushelev-Bezborodko
1361;Roux, Louis;Bernard Palissy, en 1575, pose les bases de la géologie, et donne le premier la théorie des sources, des dépôts de fossiles, de la génération des minéraux, etc.;1857;2347;2nd class medal;Portrait;;;
1362;Roux, Louis;Claude Lorrain dans le forum;1857;2348;2nd class medal;Genre Painting;;;
1363;Roux, Louis;Portrait de M. J. C…;1857;2349;2nd class medal;Portrait;;;
1364;Roux, Louis;Episode de la Fronde, matinée du 27 août 1648;1859;2645;Rappel of 2nd class medal;History Painting;Oil on canvas;92cm x 73cm;
1365;Roux, Louis;Hosanna;1859;2646;Rappel of 2nd class medal;Genre Painting;;;
1367;Roux, Louis;Michel Montaigne;1859;2647;Rappel of 2nd class medal;Portrait;;;
1366;Roux, Louis;L’atelier de Paul Delaroche en 1856;1859;2648;Rappel of 2nd class medal;Genre Painting;;;
2419;Roybet, Ferdinand;Un fou sous Henri III;1866;1702;Unique medal;Genre Painting;Oil on canvas;92cm x 134cm;Grenoble, musée des beaux-arts
2420;Rozier, Dominique;Retour de la halle;1876;1804;3rd class medal;Still Life;;;Bagnères-de-Bigorre, musée Salies
2421;Rozier, Dominique;Roses;1876;1805;3rd class medal;Still Life;;;
2422;Rozier, Dominique;La fin du réveillon;1880;3367;2nd class medal;Still Life;;210cm x 170cm;Amboise, musée de l'Hotel de Ville
2423;Rozier, Dominique;Gibier;1880;3368;2nd class medal;Still Life;;169cm x 130cm;
1370;Rudder, Louis-Henri de;Proscrits des Cévennes;1848;4014;2nd class medal;Genre Painting;;;
1368;Rudder, Louis-Henri de;"Femme au bain ; dessin à la sanguine";1848;4015;2nd class medal;Genre Painting;Drawing;;
1369;Rudder, Louis-Henri de;"Nayade ; idem [dessin à la sanguine]";1848;4016;2nd class medal;Genre Painting;Drawing;;
231;Saal, Georg;"Souvenir de la Belle-Croix, forêt de Fontainebleau ; clair de lune";1866;1710;Unique medal;Landscape;;;
